"race","gender","familyType","education","income","icon"
"White","Man","Couple","Graduate Degree","inc100125",5
"Black","Man","Couple","Graduate Degree","inc100125",0
"Latino","Man","Couple","Graduate Degree","inc100125",0
"Other","Man","Couple","Graduate Degree","inc100125",1
"White","Woman","Single","No High School","inc100125",0
"Black","Woman","Single","No High School","inc100125",0
"Latino","Woman","Single","No High School","inc100125",0
"Other","Woman","Single","No High School","inc100125",0
"White","Woman","Single","High School","inc100125",1
"Black","Woman","Single","High School","inc100125",0
"Latino","Woman","Single","High School","inc100125",0
"Other","Woman","Single","High School","inc100125",0
"White","Woman","Single","Some College","inc100125",0
"Black","Woman","Single","Some College","inc100125",0
"Latino","Woman","Single","Some College","inc100125",0
"Other","Woman","Single","Some College","inc100125",0
"White","Woman","Single","Bachelor's Degree","inc100125",0
"Black","Woman","Single","Bachelor's Degree","inc100125",0
"Latino","Woman","Single","Bachelor's Degree","inc100125",0
"Other","Woman","Single","Bachelor's Degree","inc100125",0
"White","Woman","Single","Graduate Degree","inc100125",1
"Black","Woman","Single","Graduate Degree","inc100125",0
"Latino","Woman","Single","Graduate Degree","inc100125",0
"Other","Woman","Single","Graduate Degree","inc100125",0
"White","Woman","Single with Dependent(s)","No High School","inc100125",0
"Black","Woman","Single with Dependent(s)","No High School","inc100125",1
"Latino","Woman","Single with Dependent(s)","No High School","inc100125",0
"Other","Woman","Single with Dependent(s)","No High School","inc100125",0
"White","Woman","Single with Dependent(s)","High School","inc100125",0
"Black","Woman","Single with Dependent(s)","High School","inc100125",0
"Latino","Woman","Single with Dependent(s)","High School","inc100125",0
"Other","Woman","Single with Dependent(s)","High School","inc100125",0
"White","Woman","Single with Dependent(s)","Some College","inc100125",0
"Black","Woman","Single with Dependent(s)","Some College","inc100125",0
"Latino","Woman","Single with Dependent(s)","Some College","inc100125",0
"Other","Woman","Single with Dependent(s)","Some College","inc100125",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc100125",1
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc100125",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc100125",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc100125",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc100125",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc100125",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc100125",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc100125",0
"White","Woman","Couple","No High School","inc100125",0
"Black","Woman","Couple","No High School","inc100125",0
"Latino","Woman","Couple","No High School","inc100125",1
"Other","Woman","Couple","No High School","inc100125",0
"White","Woman","Couple","High School","inc100125",7
"Black","Woman","Couple","High School","inc100125",1
"Latino","Woman","Couple","High School","inc100125",1
"Other","Woman","Couple","High School","inc100125",0
"White","Woman","Couple","Some College","inc100125",9
"Black","Woman","Couple","Some College","inc100125",1
"Latino","Woman","Couple","Some College","inc100125",1
"Other","Woman","Couple","Some College","inc100125",1
"White","Woman","Couple","Bachelor's Degree","inc100125",9
"Black","Woman","Couple","Bachelor's Degree","inc100125",1
"Latino","Woman","Couple","Bachelor's Degree","inc100125",1
"Other","Woman","Couple","Bachelor's Degree","inc100125",1
"White","Woman","Couple","Graduate Degree","inc100125",5
"Black","Woman","Couple","Graduate Degree","inc100125",0
"Latino","Woman","Couple","Graduate Degree","inc100125",0
"Other","Woman","Couple","Graduate Degree","inc100125",1
"White","Man","Single","No High School","inc125150",0
"Black","Man","Single","No High School","inc125150",0
"Latino","Man","Single","No High School","inc125150",0
"Other","Man","Single","No High School","inc125150",0
"White","Man","Single","High School","inc125150",0
"Black","Man","Single","High School","inc125150",0
"Latino","Man","Single","High School","inc125150",0
"Other","Man","Single","High School","inc125150",0
"White","Man","Single","Some College","inc125150",1
"Black","Man","Single","Some College","inc125150",0
"Latino","Man","Single","Some College","inc125150",0
"Other","Man","Single","Some College","inc125150",0
"White","Man","Single","Bachelor's Degree","inc125150",1
"Black","Man","Single","Bachelor's Degree","inc125150",0
"Latino","Man","Single","Bachelor's Degree","inc125150",0
"Other","Man","Single","Bachelor's Degree","inc125150",0
"White","Man","Single","Graduate Degree","inc125150",1
"Black","Man","Single","Graduate Degree","inc125150",0
"Latino","Man","Single","Graduate Degree","inc125150",0
"Other","Man","Single","Graduate Degree","inc125150",0
"White","Man","Single with Dependent(s)","No High School","inc125150",0
"Black","Man","Single with Dependent(s)","No High School","inc125150",0
"Latino","Man","Single with Dependent(s)","No High School","inc125150",0
"Other","Man","Single with Dependent(s)","No High School","inc125150",0
"White","Man","Single with Dependent(s)","High School","inc125150",0
"Black","Man","Single with Dependent(s)","High School","inc125150",0
"Latino","Man","Single with Dependent(s)","High School","inc125150",0
"Other","Man","Single with Dependent(s)","High School","inc125150",0
"White","Man","Single with Dependent(s)","Some College","inc125150",1
"Black","Man","Single with Dependent(s)","Some College","inc125150",0
"Latino","Man","Single with Dependent(s)","Some College","inc125150",0
"Other","Man","Single with Dependent(s)","Some College","inc125150",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc125150",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc125150",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc125150",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc125150",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc125150",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc125150",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc125150",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc125150",0
"White","Man","Couple","No High School","inc125150",1
"Black","Man","Couple","No High School","inc125150",0
"Latino","Man","Couple","No High School","inc125150",0
"Other","Man","Couple","No High School","inc125150",0
"White","Man","Couple","High School","inc125150",3
"Black","Man","Couple","High School","inc125150",1
"Latino","Man","Couple","High School","inc125150",1
"Other","Man","Couple","High School","inc125150",0
"White","Man","Couple","Some College","inc125150",4
"Black","Man","Couple","Some College","inc125150",1
"Latino","Man","Couple","Some College","inc125150",1
"Other","Man","Couple","Some College","inc125150",0
"White","Man","Couple","Bachelor's Degree","inc125150",7
"Black","Man","Couple","Bachelor's Degree","inc125150",0
"Latino","Man","Couple","Bachelor's Degree","inc125150",0
"Other","Man","Couple","Bachelor's Degree","inc125150",1
"White","Man","Couple","Graduate Degree","inc125150",4
"Black","Man","Couple","Graduate Degree","inc125150",0
"Latino","Man","Couple","Graduate Degree","inc125150",0
"Other","Man","Couple","Graduate Degree","inc125150",1
"White","Woman","Single","No High School","inc125150",0
"Black","Woman","Single","No High School","inc125150",0
"Latino","Woman","Single","No High School","inc125150",0
"Other","Woman","Single","No High School","inc125150",0
"White","Woman","Single","High School","inc125150",0
"Black","Woman","Single","High School","inc125150",0
"Latino","Woman","Single","High School","inc125150",0
"Other","Woman","Single","High School","inc125150",0
"White","Woman","Single","Some College","inc125150",0
"Black","Woman","Single","Some College","inc125150",0
"Latino","Woman","Single","Some College","inc125150",0
"Other","Woman","Single","Some College","inc125150",0
"White","Woman","Single","Bachelor's Degree","inc125150",0
"Black","Woman","Single","Bachelor's Degree","inc125150",0
"Latino","Woman","Single","Bachelor's Degree","inc125150",0
"Other","Woman","Single","Bachelor's Degree","inc125150",0
"White","Woman","Single","Graduate Degree","inc125150",1
"Black","Woman","Single","Graduate Degree","inc125150",0
"Latino","Woman","Single","Graduate Degree","inc125150",0
"Other","Woman","Single","Graduate Degree","inc125150",0
"White","Woman","Single with Dependent(s)","No High School","inc125150",0
"Black","Woman","Single with Dependent(s)","No High School","inc125150",0
"Latino","Woman","Single with Dependent(s)","No High School","inc125150",0
"Other","Woman","Single with Dependent(s)","No High School","inc125150",0
"White","Woman","Single with Dependent(s)","High School","inc125150",0
"Black","Woman","Single with Dependent(s)","High School","inc125150",0
"Latino","Woman","Single with Dependent(s)","High School","inc125150",0
"Other","Woman","Single with Dependent(s)","High School","inc125150",0
"White","Woman","Single with Dependent(s)","Some College","inc125150",0
"Black","Woman","Single with Dependent(s)","Some College","inc125150",0
"Latino","Woman","Single with Dependent(s)","Some College","inc125150",0
"Other","Woman","Single with Dependent(s)","Some College","inc125150",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc125150",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc125150",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc125150",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc125150",1
"White","Woman","Single with Dependent(s)","Graduate Degree","inc125150",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc125150",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc125150",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc125150",0
"White","Woman","Couple","No High School","inc125150",0
"Black","Woman","Couple","No High School","inc125150",0
"Latino","Woman","Couple","No High School","inc125150",0
"Other","Woman","Couple","No High School","inc125150",0
"White","Woman","Couple","High School","inc125150",4
"Black","Woman","Couple","High School","inc125150",0
"Latino","Woman","Couple","High School","inc125150",0
"Other","Woman","Couple","High School","inc125150",1
"White","Woman","Couple","Some College","inc125150",5
"Black","Woman","Couple","Some College","inc125150",1
"Latino","Woman","Couple","Some College","inc125150",1
"Other","Woman","Couple","Some College","inc125150",0
"White","Woman","Couple","Bachelor's Degree","inc125150",6
"Black","Woman","Couple","Bachelor's Degree","inc125150",0
"Latino","Woman","Couple","Bachelor's Degree","inc125150",1
"Other","Woman","Couple","Bachelor's Degree","inc125150",1
"White","Woman","Couple","Graduate Degree","inc125150",4
"Black","Woman","Couple","Graduate Degree","inc125150",1
"Latino","Woman","Couple","Graduate Degree","inc125150",0
"Other","Woman","Couple","Graduate Degree","inc125150",0
"White","Man","Single","No High School","inc150175",0
"Black","Man","Single","No High School","inc150175",0
"Latino","Man","Single","No High School","inc150175",0
"Other","Man","Single","No High School","inc150175",0
"White","Man","Single","High School","inc150175",1
"Black","Man","Single","High School","inc150175",0
"Latino","Man","Single","High School","inc150175",0
"Other","Man","Single","High School","inc150175",0
"White","Man","Single","Some College","inc150175",0
"Black","Man","Single","Some College","inc150175",0
"Latino","Man","Single","Some College","inc150175",0
"Other","Man","Single","Some College","inc150175",0
"White","Man","Single","Bachelor's Degree","inc150175",0
"Black","Man","Single","Bachelor's Degree","inc150175",0
"Latino","Man","Single","Bachelor's Degree","inc150175",0
"Other","Man","Single","Bachelor's Degree","inc150175",0
"White","Man","Single","Graduate Degree","inc150175",0
"Black","Man","Single","Graduate Degree","inc150175",0
"Latino","Man","Single","Graduate Degree","inc150175",0
"Other","Man","Single","Graduate Degree","inc150175",0
"White","Man","Single with Dependent(s)","No High School","inc150175",0
"Black","Man","Single with Dependent(s)","No High School","inc150175",0
"Latino","Man","Single with Dependent(s)","No High School","inc150175",0
"Other","Man","Single with Dependent(s)","No High School","inc150175",0
"White","Man","Single with Dependent(s)","High School","inc150175",0
"Black","Man","Single with Dependent(s)","High School","inc150175",0
"Latino","Man","Single with Dependent(s)","High School","inc150175",0
"Other","Man","Single with Dependent(s)","High School","inc150175",0
"White","Man","Single with Dependent(s)","Some College","inc150175",0
"Black","Man","Single with Dependent(s)","Some College","inc150175",0
"Latino","Man","Single with Dependent(s)","Some College","inc150175",0
"Other","Man","Single with Dependent(s)","Some College","inc150175",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc150175",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc150175",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc150175",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc150175",0
"White","Man","Couple","No High School","inc150175",0
"Black","Man","Couple","No High School","inc150175",0
"Latino","Man","Couple","No High School","inc150175",0
"Other","Man","Couple","No High School","inc150175",0
"White","Man","Couple","High School","inc150175",3
"Black","Man","Couple","High School","inc150175",0
"Latino","Man","Couple","High School","inc150175",0
"Other","Man","Couple","High School","inc150175",0
"White","Man","Couple","Some College","inc150175",2
"Black","Man","Couple","Some College","inc150175",0
"Latino","Man","Couple","Some College","inc150175",0
"Other","Man","Couple","Some College","inc150175",1
"White","Man","Couple","Bachelor's Degree","inc150175",8
"Black","Man","Couple","Bachelor's Degree","inc150175",0
"Latino","Man","Couple","Bachelor's Degree","inc150175",0
"Other","Man","Couple","Bachelor's Degree","inc150175",0
"White","Man","Couple","Graduate Degree","inc150175",2
"Black","Man","Couple","Graduate Degree","inc150175",1
"Latino","Man","Couple","Graduate Degree","inc150175",0
"Other","Man","Couple","Graduate Degree","inc150175",1
"White","Woman","Single","No High School","inc150175",0
"Black","Woman","Single","No High School","inc150175",0
"Latino","Woman","Single","No High School","inc150175",0
"Other","Woman","Single","No High School","inc150175",0
"White","Woman","Single","High School","inc150175",0
"Black","Woman","Single","High School","inc150175",0
"Latino","Woman","Single","High School","inc150175",0
"Other","Woman","Single","High School","inc150175",0
"White","Woman","Single","Some College","inc150175",0
"Black","Woman","Single","Some College","inc150175",0
"Latino","Woman","Single","Some College","inc150175",0
"Other","Woman","Single","Some College","inc150175",0
"White","Woman","Single","Bachelor's Degree","inc150175",0
"Black","Woman","Single","Bachelor's Degree","inc150175",0
"Latino","Woman","Single","Bachelor's Degree","inc150175",0
"Other","Woman","Single","Bachelor's Degree","inc150175",0
"White","Woman","Single","Graduate Degree","inc150175",0
"Black","Woman","Single","Graduate Degree","inc150175",0
"Latino","Woman","Single","Graduate Degree","inc150175",0
"Other","Woman","Single","Graduate Degree","inc150175",0
"White","Woman","Single with Dependent(s)","No High School","inc150175",0
"Black","Woman","Single with Dependent(s)","No High School","inc150175",0
"Latino","Woman","Single with Dependent(s)","No High School","inc150175",0
"Other","Woman","Single with Dependent(s)","No High School","inc150175",0
"White","Woman","Single with Dependent(s)","High School","inc150175",0
"Black","Woman","Single with Dependent(s)","High School","inc150175",0
"Latino","Woman","Single with Dependent(s)","High School","inc150175",0
"Other","Woman","Single with Dependent(s)","High School","inc150175",0
"White","Woman","Single with Dependent(s)","Some College","inc150175",1
"Black","Woman","Single with Dependent(s)","Some College","inc150175",0
"Latino","Woman","Single with Dependent(s)","Some College","inc150175",0
"Other","Woman","Single with Dependent(s)","Some College","inc150175",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc150175",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc150175",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc150175",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc150175",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc150175",0
"White","Woman","Couple","No High School","inc150175",0
"Black","Woman","Couple","No High School","inc150175",0
"Latino","Woman","Couple","No High School","inc150175",0
"Other","Woman","Couple","No High School","inc150175",0
"White","Woman","Couple","High School","inc150175",2
"Black","Woman","Couple","High School","inc150175",0
"Latino","Woman","Couple","High School","inc150175",0
"Other","Woman","Couple","High School","inc150175",0
"White","Woman","Couple","Some College","inc150175",4
"Black","Woman","Couple","Some College","inc150175",0
"Latino","Woman","Couple","Some College","inc150175",0
"Other","Woman","Couple","Some College","inc150175",1
"White","Woman","Couple","Bachelor's Degree","inc150175",5
"Black","Woman","Couple","Bachelor's Degree","inc150175",0
"Latino","Woman","Couple","Bachelor's Degree","inc150175",0
"Other","Woman","Couple","Bachelor's Degree","inc150175",0
"White","Woman","Couple","Graduate Degree","inc150175",4
"Black","Woman","Couple","Graduate Degree","inc150175",1
"Latino","Woman","Couple","Graduate Degree","inc150175",0
"Other","Woman","Couple","Graduate Degree","inc150175",1
"White","Man","Single","No High School","inc175200",0
"Black","Man","Single","No High School","inc175200",0
"Latino","Man","Single","No High School","inc175200",0
"Other","Man","Single","No High School","inc175200",0
"White","Man","Single","High School","inc175200",0
"Black","Man","Single","High School","inc175200",0
"Latino","Man","Single","High School","inc175200",0
"Other","Man","Single","High School","inc175200",0
"White","Man","Single","Some College","inc175200",0
"Black","Man","Single","Some College","inc175200",0
"Latino","Man","Single","Some College","inc175200",0
"Other","Man","Single","Some College","inc175200",0
"White","Man","Single","Bachelor's Degree","inc175200",0
"Black","Man","Single","Bachelor's Degree","inc175200",0
"Latino","Man","Single","Bachelor's Degree","inc175200",0
"Other","Man","Single","Bachelor's Degree","inc175200",0
"White","Man","Single","Graduate Degree","inc175200",0
"Black","Man","Single","Graduate Degree","inc175200",0
"Latino","Man","Single","Graduate Degree","inc175200",0
"Other","Man","Single","Graduate Degree","inc175200",0
"White","Man","Single with Dependent(s)","No High School","inc175200",0
"Black","Man","Single with Dependent(s)","No High School","inc175200",0
"Latino","Man","Single with Dependent(s)","No High School","inc175200",0
"Other","Man","Single with Dependent(s)","No High School","inc175200",1
"White","Man","Single with Dependent(s)","High School","inc175200",0
"Black","Man","Single with Dependent(s)","High School","inc175200",0
"Latino","Man","Single with Dependent(s)","High School","inc175200",0
"Other","Man","Single with Dependent(s)","High School","inc175200",0
"White","Man","Single with Dependent(s)","Some College","inc175200",0
"Black","Man","Single with Dependent(s)","Some College","inc175200",0
"Latino","Man","Single with Dependent(s)","Some College","inc175200",0
"Other","Man","Single with Dependent(s)","Some College","inc175200",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc175200",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc175200",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc175200",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc175200",0
"White","Man","Couple","No High School","inc175200",0
"Black","Man","Couple","No High School","inc175200",0
"Latino","Man","Couple","No High School","inc175200",0
"Other","Man","Couple","No High School","inc175200",0
"White","Man","Couple","High School","inc175200",1
"Black","Man","Couple","High School","inc175200",0
"Latino","Man","Couple","High School","inc175200",0
"Other","Man","Couple","High School","inc175200",0
"White","Man","Couple","Some College","inc175200",2
"Black","Man","Couple","Some College","inc175200",0
"Latino","Man","Couple","Some College","inc175200",0
"Other","Man","Couple","Some College","inc175200",0
"White","Man","Couple","Bachelor's Degree","inc175200",2
"Black","Man","Couple","Bachelor's Degree","inc175200",1
"Latino","Man","Couple","Bachelor's Degree","inc175200",1
"Other","Man","Couple","Bachelor's Degree","inc175200",0
"White","Man","Couple","Graduate Degree","inc175200",3
"Black","Man","Couple","Graduate Degree","inc175200",0
"Latino","Man","Couple","Graduate Degree","inc175200",0
"Other","Man","Couple","Graduate Degree","inc175200",1
"White","Woman","Single","No High School","inc175200",0
"Black","Woman","Single","No High School","inc175200",0
"Latino","Woman","Single","No High School","inc175200",0
"Other","Woman","Single","No High School","inc175200",0
"White","Woman","Single","High School","inc175200",0
"Black","Woman","Single","High School","inc175200",0
"Latino","Woman","Single","High School","inc175200",0
"Other","Woman","Single","High School","inc175200",0
"White","Woman","Single","Some College","inc175200",1
"Black","Woman","Single","Some College","inc175200",0
"Latino","Woman","Single","Some College","inc175200",0
"Other","Woman","Single","Some College","inc175200",0
"White","Woman","Single","Bachelor's Degree","inc175200",0
"Black","Woman","Single","Bachelor's Degree","inc175200",0
"Latino","Woman","Single","Bachelor's Degree","inc175200",0
"Other","Woman","Single","Bachelor's Degree","inc175200",0
"White","Woman","Single","Graduate Degree","inc175200",0
"Black","Woman","Single","Graduate Degree","inc175200",0
"Latino","Woman","Single","Graduate Degree","inc175200",0
"Other","Woman","Single","Graduate Degree","inc175200",0
"White","Woman","Single with Dependent(s)","No High School","inc175200",0
"Black","Woman","Single with Dependent(s)","No High School","inc175200",0
"Latino","Woman","Single with Dependent(s)","No High School","inc175200",0
"Other","Woman","Single with Dependent(s)","No High School","inc175200",0
"White","Woman","Single with Dependent(s)","High School","inc175200",0
"Black","Woman","Single with Dependent(s)","High School","inc175200",0
"Latino","Woman","Single with Dependent(s)","High School","inc175200",0
"Other","Woman","Single with Dependent(s)","High School","inc175200",0
"White","Woman","Single with Dependent(s)","Some College","inc175200",0
"Black","Woman","Single with Dependent(s)","Some College","inc175200",0
"Latino","Woman","Single with Dependent(s)","Some College","inc175200",0
"Other","Woman","Single with Dependent(s)","Some College","inc175200",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc175200",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc175200",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc175200",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc175200",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc175200",0
"White","Woman","Couple","No High School","inc175200",0
"Black","Woman","Couple","No High School","inc175200",0
"Latino","Woman","Couple","No High School","inc175200",0
"Other","Woman","Couple","No High School","inc175200",0
"White","Woman","Couple","High School","inc175200",1
"Black","Woman","Couple","High School","inc175200",0
"Latino","Woman","Couple","High School","inc175200",1
"Other","Woman","Couple","High School","inc175200",0
"White","Woman","Couple","Some College","inc175200",2
"Black","Woman","Couple","Some College","inc175200",0
"Latino","Woman","Couple","Some College","inc175200",0
"Other","Woman","Couple","Some College","inc175200",0
"White","Woman","Couple","Bachelor's Degree","inc175200",3
"Black","Woman","Couple","Bachelor's Degree","inc175200",1
"Latino","Woman","Couple","Bachelor's Degree","inc175200",0
"Other","Woman","Couple","Bachelor's Degree","inc175200",0
"White","Woman","Couple","Graduate Degree","inc175200",2
"Black","Woman","Couple","Graduate Degree","inc175200",0
"Latino","Woman","Couple","Graduate Degree","inc175200",0
"Other","Woman","Couple","Graduate Degree","inc175200",1
"White","Man","Single","No High School","inc200225",0
"Black","Man","Single","No High School","inc200225",0
"Latino","Man","Single","No High School","inc200225",0
"Other","Man","Single","No High School","inc200225",0
"White","Man","Single","High School","inc200225",0
"Black","Man","Single","High School","inc200225",0
"Latino","Man","Single","High School","inc200225",0
"Other","Man","Single","High School","inc200225",0
"White","Man","Single","Some College","inc200225",0
"Black","Man","Single","Some College","inc200225",0
"Latino","Man","Single","Some College","inc200225",0
"Other","Man","Single","Some College","inc200225",0
"White","Man","Single","Bachelor's Degree","inc200225",0
"Black","Man","Single","Bachelor's Degree","inc200225",0
"Latino","Man","Single","Bachelor's Degree","inc200225",0
"Other","Man","Single","Bachelor's Degree","inc200225",0
"White","Man","Single","Graduate Degree","inc200225",1
"Black","Man","Single","Graduate Degree","inc200225",0
"Latino","Man","Single","Graduate Degree","inc200225",0
"Other","Man","Single","Graduate Degree","inc200225",0
"White","Man","Single with Dependent(s)","No High School","inc200225",0
"Black","Man","Single with Dependent(s)","No High School","inc200225",0
"Latino","Man","Single with Dependent(s)","No High School","inc200225",0
"Other","Man","Single with Dependent(s)","No High School","inc200225",0
"White","Man","Single with Dependent(s)","High School","inc200225",0
"Black","Man","Single with Dependent(s)","High School","inc200225",0
"Latino","Man","Single with Dependent(s)","High School","inc200225",0
"Other","Man","Single with Dependent(s)","High School","inc200225",0
"White","Man","Single with Dependent(s)","Some College","inc200225",0
"Black","Man","Single with Dependent(s)","Some College","inc200225",0
"Latino","Man","Single with Dependent(s)","Some College","inc200225",0
"Other","Man","Single with Dependent(s)","Some College","inc200225",0
"White","Man","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"Black","Man","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"Latino","Man","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"Other","Man","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"White","Man","Single with Dependent(s)","Graduate Degree","inc200225",0
"Black","Man","Single with Dependent(s)","Graduate Degree","inc200225",0
"Latino","Man","Single with Dependent(s)","Graduate Degree","inc200225",0
"Other","Man","Single with Dependent(s)","Graduate Degree","inc200225",0
"White","Man","Couple","No High School","inc200225",0
"Black","Man","Couple","No High School","inc200225",0
"Latino","Man","Couple","No High School","inc200225",0
"Other","Man","Couple","No High School","inc200225",0
"White","Man","Couple","High School","inc200225",2
"Black","Man","Couple","High School","inc200225",0
"Latino","Man","Couple","High School","inc200225",0
"Other","Man","Couple","High School","inc200225",0
"White","Man","Couple","Some College","inc200225",1
"Black","Man","Couple","Some College","inc200225",0
"Latino","Man","Couple","Some College","inc200225",0
"Other","Man","Couple","Some College","inc200225",0
"White","Man","Couple","Bachelor's Degree","inc200225",2
"Black","Man","Couple","Bachelor's Degree","inc200225",0
"Latino","Man","Couple","Bachelor's Degree","inc200225",0
"Other","Man","Couple","Bachelor's Degree","inc200225",0
"White","Man","Couple","Graduate Degree","inc200225",2
"Black","Man","Couple","Graduate Degree","inc200225",1
"Latino","Man","Couple","Graduate Degree","inc200225",0
"Other","Man","Couple","Graduate Degree","inc200225",0
"White","Woman","Single","No High School","inc200225",0
"Black","Woman","Single","No High School","inc200225",0
"Latino","Woman","Single","No High School","inc200225",0
"Other","Woman","Single","No High School","inc200225",0
"White","Woman","Single","High School","inc200225",0
"Black","Woman","Single","High School","inc200225",0
"Latino","Woman","Single","High School","inc200225",0
"Other","Woman","Single","High School","inc200225",0
"White","Woman","Single","Some College","inc200225",0
"Black","Woman","Single","Some College","inc200225",0
"Latino","Woman","Single","Some College","inc200225",0
"Other","Woman","Single","Some College","inc200225",0
"White","Woman","Single","Bachelor's Degree","inc200225",0
"Black","Woman","Single","Bachelor's Degree","inc200225",0
"Latino","Woman","Single","Bachelor's Degree","inc200225",0
"Other","Woman","Single","Bachelor's Degree","inc200225",0
"White","Woman","Single","Graduate Degree","inc200225",0
"Black","Woman","Single","Graduate Degree","inc200225",0
"Latino","Woman","Single","Graduate Degree","inc200225",0
"Other","Woman","Single","Graduate Degree","inc200225",0
"White","Woman","Single with Dependent(s)","No High School","inc200225",0
"Black","Woman","Single with Dependent(s)","No High School","inc200225",0
"Latino","Woman","Single with Dependent(s)","No High School","inc200225",0
"Other","Woman","Single with Dependent(s)","No High School","inc200225",0
"White","Woman","Single with Dependent(s)","High School","inc200225",0
"Black","Woman","Single with Dependent(s)","High School","inc200225",0
"Latino","Woman","Single with Dependent(s)","High School","inc200225",0
"Other","Woman","Single with Dependent(s)","High School","inc200225",0
"White","Woman","Single with Dependent(s)","Some College","inc200225",0
"Black","Woman","Single with Dependent(s)","Some College","inc200225",0
"Latino","Woman","Single with Dependent(s)","Some College","inc200225",0
"Other","Woman","Single with Dependent(s)","Some College","inc200225",0
"White","Woman","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"Black","Woman","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"Latino","Woman","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"Other","Woman","Single with Dependent(s)","Bachelor's Degree","inc200225",0
"White","Woman","Single with Dependent(s)","Graduate Degree","inc200225",0
"Black","Woman","Single with Dependent(s)","Graduate Degree","inc200225",0
"Latino","Woman","Single with Dependent(s)","Graduate Degree","inc200225",0
"Other","Woman","Single with Dependent(s)","Graduate Degree","inc200225",0
"White","Woman","Couple","No High School","inc200225",0
"Black","Woman","Couple","No High School","inc200225",0
"Latino","Woman","Couple","No High School","inc200225",0
"Other","Woman","Couple","No High School","inc200225",0
"White","Woman","Couple","High School","inc200225",0
"Black","Woman","Couple","High School","inc200225",0
